,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,electrician,electronics_store,embassy,fire_station,florist,funeral_home,furniture_store,gas_station,grocery_or_supermarket,gym,hair_care,hardware_store,hindu_temple,home_goods_store,hospital,id,insurance_agency,jewelry_store,lat,laundry,lawyer,library,liquor_store,lng,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,name,night_club,num_photos,painter,park,parking,pet_store,pharmacy,physiotherapist,place_id,plumber,police,post_office,rating,real_estate_agency,restaurant,roofing_contractor,rv_park,school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,synagogue,taxi_stand,train_station,transit_station,travel_agency,university,veterinary_care,vicinity,zoo
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e9553ca6703ce01c77c80fdcbcb8f61479b87363,0.0,0.0,39.018504,0.0,1.0,0.0,0.0,-77.016683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Law Office of Oliver Edwards LLC,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJgdUO2LnIt4kRbT46J7Y-_ww,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9919 Rogart Road, Silver Spring",0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb78a6d83f51f447950b7d14233365f0fb19b37c,0.0,0.0,39.0184065,0.0,1.0,0.0,0.0,-77.0055987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montgomery Bonnie Intr Design,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJlw6I2PbFt4kRkqkIuLL0tqU,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"112 Williamsburg Drive, Silver Spring",0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0ae74b5b6718032cc2be310b27664dcadb3fc3ff,0.0,0.0,39.0145521,0.0,1.0,0.0,0.0,-77.0089594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hallman Group LLC,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJ6bP-QfjFt4kRwWEQsOGUJnc,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8 Granville Drive, Silver Spring",0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6cf8e206d7424d101b80190cecd7e0a873c487e9,0.0,0.0,39.0110383,0.0,1.0,0.0,0.0,-77.0407816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joseph A Trevino Law Offices,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJDWsGFDPPt4kRkb9M0ygeyx4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9525 Georgia Avenue, Silver Spring",0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9151a8d4876adf1454985220618c85d5669eee05,0.0,0.0,39.0067218,0.0,1.0,0.0,0.0,-77.0436552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pemberton Alan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJx5ggmc3It4kRjg60lFWUzoY,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2003 Luzerne Avenue, Silver Spring",0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7ea80b89a69b72065aaf066517f33583db23891b,0.0,0.0,39.005733,0.0,1.0,0.0,0.0,-77.028178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weisshaar Mark G,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJY_aLhrTIt4kRd16_5wdbagw,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9112 Alton Parkway, Silver Spring",0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8c46dbb82850a1c6a3ec02d1dbecbc8482c3a61e,0.0,0.0,39.008074,0.0,1.0,0.0,0.0,-77.018877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Levy & Aldrich: Leny Martin,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJ81j4IFPPt4kR-7U3lIu5Q1M,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9309 Colesville Road, Silver Spring",0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d60a8789e313b6c5fa42f5765ea85866f6ffb94b,0.0,0.0,39.008074,0.0,1.0,0.0,0.0,-77.018877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Levy & Aldrich,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJ81j4IFPPt4kRNPJcmP5QmiA,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9309 Colesville Road, Silver Spring",0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c59a9612431236a902f1ebc75cbf27dd705b0826,0.0,0.0,39.006179,0.0,1.0,0.0,0.0,-77.025887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laura Forman Comm LLC,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJGfIfFLPIt4kRWDPcjTjFixU,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1108 Dale Drive, Silver Spring",0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4d168d939ae11407a2fb9f0d64ade17254a94aba,0.0,0.0,39.0105709,0.0,1.0,0.0,0.0,-77.0046866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberts Winifred W,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ChIJbbJcVfnFt4kR_mhvMSPfNS0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9411 Seminole Street, Silver Spring",0.0
